"Titre de tracé : p23t"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Pression)","Temp., °C (LGR S/N: 10117161, SEN S/N: 10117161, LBL: Température)","Arrêté (LGR S/N: 10117161)","Fin de fichier (LGR S/N: 10117161)"
1,01/25/17 03:31:58 PM,0.01160,17.867,,
2,01/25/17 03:31:59 PM,0.01160,17.867,,
3,01/25/17 03:32:00 PM,0.01160,17.867,,
4,01/25/17 03:32:01 PM,0.01099,17.867,,
5,01/25/17 03:32:02 PM,0.01160,17.867,,
6,01/25/17 03:32:03 PM,0.01160,17.867,,
7,01/25/17 03:32:04 PM,0.01160,17.867,,
8,01/25/17 03:32:05 PM,0.01160,17.867,,
9,01/25/17 03:32:06 PM,0.01160,17.867,,
10,01/25/17 03:32:07 PM,0.01160,17.867,,
11,01/25/17 03:32:08 PM,0.01160,17.843,,
12,01/25/17 03:32:09 PM,0.01099,17.867,,
13,01/25/17 03:32:10 PM,0.01160,17.867,,
14,01/25/17 03:32:11 PM,0.01221,17.843,,
15,01/25/17 03:32:12 PM,0.01160,17.843,,
16,01/25/17 03:32:13 PM,0.01282,17.843,,
17,01/25/17 03:32:14 PM,0.01343,17.843,,
18,01/25/17 03:32:15 PM,0.01160,17.843,,
19,01/25/17 03:32:16 PM,0.01160,17.843,,
20,01/25/17 03:32:17 PM,0.01160,17.843,,
21,01/25/17 03:32:18 PM,0.01160,17.843,,
22,01/25/17 03:32:19 PM,0.01160,17.819,,
23,01/25/17 03:32:20 PM,0.01160,17.819,,
24,01/25/17 03:32:21 PM,0.01160,17.819,,
25,01/25/17 03:32:22 PM,0.01160,17.819,,
26,01/25/17 03:32:23 PM,0.01160,17.819,,
27,01/25/17 03:32:24 PM,0.01221,17.819,,
28,01/25/17 03:32:25 PM,0.01160,17.819,,
29,01/25/17 03:32:26 PM,0.01160,17.819,,
30,01/25/17 03:32:27 PM,0.01160,17.819,,
31,01/25/17 03:32:28 PM,0.01160,17.819,,
32,01/25/17 03:32:29 PM,0.01221,17.819,,
33,01/25/17 03:32:30 PM,0.01221,17.819,,
34,01/25/17 03:32:31 PM,0.01221,17.819,,
35,01/25/17 03:32:32 PM,0.01221,17.819,,
36,01/25/17 03:32:33 PM,1.21734,17.819,,
37,01/25/17 03:32:34 PM,1.21612,17.819,,
38,01/25/17 03:32:35 PM,1.21673,17.819,,
39,01/25/17 03:32:36 PM,1.21551,17.843,,
40,01/25/17 03:32:37 PM,1.21551,17.843,,
41,01/25/17 03:32:38 PM,1.21490,17.843,,
42,01/25/17 03:32:39 PM,1.21917,17.843,,
43,01/25/17 03:32:40 PM,1.21551,17.843,,
44,01/25/17 03:32:41 PM,1.21368,17.867,,
45,01/25/17 03:32:42 PM,1.21184,17.843,,
46,01/25/17 03:32:43 PM,1.21429,17.843,,
47,01/25/17 03:32:44 PM,1.21306,17.843,,
48,01/25/17 03:32:45 PM,1.21368,17.843,,
49,01/25/17 03:32:46 PM,1.21490,17.843,,
50,01/25/17 03:32:47 PM,1.21368,17.843,,
51,01/25/17 03:32:48 PM,1.21184,17.843,,
52,01/25/17 03:32:49 PM,1.21245,17.843,,
53,01/25/17 03:32:50 PM,1.21184,17.843,,
54,01/25/17 03:32:51 PM,1.21368,17.843,,
55,01/25/17 03:32:52 PM,1.21429,17.843,,
56,01/25/17 03:32:53 PM,1.21245,17.843,,
57,01/25/17 03:32:54 PM,1.20574,17.843,,
58,01/25/17 03:32:55 PM,1.21368,17.843,,
59,01/25/17 03:32:56 PM,1.21306,17.843,,
60,01/25/17 03:32:57 PM,1.20024,17.843,,
61,01/25/17 03:32:58 PM,1.21184,17.843,,
62,01/25/17 03:32:59 PM,1.21368,17.843,,
63,01/25/17 03:33:00 PM,1.40842,17.843,,
64,01/25/17 03:33:01 PM,1.51404,17.843,,
65,01/25/17 03:33:02 PM,1.55311,17.843,,
66,01/25/17 03:33:03 PM,1.55800,17.843,,
67,01/25/17 03:33:04 PM,1.55067,17.867,,
68,01/25/17 03:33:05 PM,1.53846,17.843,,
69,01/25/17 03:33:06 PM,1.63980,17.843,,
70,01/25/17 03:33:07 PM,1.54274,17.867,,
71,01/25/17 03:33:08 PM,1.56105,17.867,,
72,01/25/17 03:33:09 PM,1.55739,17.867,,
73,01/25/17 03:33:10 PM,1.55861,17.867,,
74,01/25/17 03:33:11 PM,1.56044,17.867,,
75,01/25/17 03:33:12 PM,1.57631,17.867,,
76,01/25/17 03:33:13 PM,1.55983,17.867,,
77,01/25/17 03:33:14 PM,1.55800,17.867,,
78,01/25/17 03:33:15 PM,1.56044,17.867,,
79,01/25/17 03:33:16 PM,1.55800,17.867,,
80,01/25/17 03:33:17 PM,1.55433,17.867,,
81,01/25/17 03:33:18 PM,1.55495,17.891,,
82,01/25/17 03:33:19 PM,1.55433,17.867,,
83,01/25/17 03:33:20 PM,1.55372,17.891,,
84,01/25/17 03:33:21 PM,1.55372,17.891,,
85,01/25/17 03:33:22 PM,1.55006,17.891,,
86,01/25/17 03:33:23 PM,1.55311,17.891,,
87,01/25/17 03:33:24 PM,1.55189,17.891,,
88,01/25/17 03:33:25 PM,1.55433,17.891,,
89,01/25/17 03:33:26 PM,1.55128,17.891,,
90,01/25/17 03:33:27 PM,1.54335,17.891,,
91,01/25/17 03:33:28 PM,1.54945,17.891,,
92,01/25/17 03:33:29 PM,1.54762,17.891,,
93,01/25/17 03:33:30 PM,1.54762,17.867,,
94,01/25/17 03:33:31 PM,1.54823,17.867,,
95,01/25/17 03:33:32 PM,1.54396,17.867,,
96,01/25/17 03:33:33 PM,1.54701,17.891,,
97,01/25/17 03:33:34 PM,1.54396,17.867,,
98,01/25/17 03:33:35 PM,1.54396,17.867,,
99,01/25/17 03:33:36 PM,1.53419,17.867,,
100,01/25/17 03:33:37 PM,1.54151,17.891,,
101,01/25/17 03:33:38 PM,1.54029,17.891,,
102,01/25/17 03:33:39 PM,1.53175,17.891,,
103,01/25/17 03:33:40 PM,1.55495,17.891,,
104,01/25/17 03:33:41 PM,1.65629,17.891,,
105,01/25/17 03:33:42 PM,1.65201,17.891,,
106,01/25/17 03:33:43 PM,1.66117,17.891,,
107,01/25/17 03:33:44 PM,1.65201,17.891,,
108,01/25/17 03:33:45 PM,1.64591,17.891,,
109,01/25/17 03:33:46 PM,1.65812,17.891,,
110,01/25/17 03:33:47 PM,1.64103,17.891,,
111,01/25/17 03:33:48 PM,1.64286,17.915,,
112,01/25/17 03:33:49 PM,1.64225,17.891,,
113,01/25/17 03:33:50 PM,1.64469,17.915,,
114,01/25/17 03:33:51 PM,1.63736,17.915,,
115,01/25/17 03:33:52 PM,1.63797,17.915,,
116,01/25/17 03:33:53 PM,1.63736,17.915,,
117,01/25/17 03:33:54 PM,1.63248,17.915,,
118,01/25/17 03:33:55 PM,1.63492,17.915,,
119,01/25/17 03:33:56 PM,1.63309,17.915,,
120,01/25/17 03:33:57 PM,1.63187,17.915,,
121,01/25/17 03:33:58 PM,1.62515,17.915,,
122,01/25/17 03:33:59 PM,1.60928,17.915,,
123,01/25/17 03:34:00 PM,1.62576,17.938,,
124,01/25/17 03:34:01 PM,1.63553,17.938,,
125,01/25/17 03:34:02 PM,1.76313,17.938,,
126,01/25/17 03:34:03 PM,1.73565,17.938,,
127,01/25/17 03:34:04 PM,1.79121,17.938,,
128,01/25/17 03:34:05 PM,1.79182,17.938,,
129,01/25/17 03:34:06 PM,1.79487,17.938,,
130,01/25/17 03:34:07 PM,1.78388,17.938,,
131,01/25/17 03:34:08 PM,1.78327,17.938,,
132,01/25/17 03:34:09 PM,1.79304,17.915,,
133,01/25/17 03:34:10 PM,1.79731,17.915,,
134,01/25/17 03:34:11 PM,1.79182,17.938,,
135,01/25/17 03:34:12 PM,1.79853,17.938,,
136,01/25/17 03:34:13 PM,1.78999,17.938,,
137,01/25/17 03:34:14 PM,1.79548,17.938,,
138,01/25/17 03:34:15 PM,1.79243,17.938,,
139,01/25/17 03:34:16 PM,1.79121,17.938,,
140,01/25/17 03:34:17 PM,1.79182,17.938,,
141,01/25/17 03:34:18 PM,1.78999,17.938,,
142,01/25/17 03:34:19 PM,1.78938,17.938,,
143,01/25/17 03:34:20 PM,1.79915,17.938,,
144,01/25/17 03:34:21 PM,1.78999,17.962,,
145,01/25/17 03:34:22 PM,1.78938,17.962,,
146,01/25/17 03:34:23 PM,1.79060,17.962,,
147,01/25/17 03:34:24 PM,1.78205,17.962,,
148,01/25/17 03:34:25 PM,1.76374,17.962,,
149,01/25/17 03:34:26 PM,1.78755,17.962,,
150,01/25/17 03:34:27 PM,1.84493,17.962,,
151,01/25/17 03:34:28 PM,1.89438,17.962,,
152,01/25/17 03:34:29 PM,1.89683,17.962,,
153,01/25/17 03:34:30 PM,1.96093,17.962,,
154,01/25/17 03:34:31 PM,1.89560,17.986,,
155,01/25/17 03:34:32 PM,1.89927,17.962,,
156,01/25/17 03:34:33 PM,1.91148,17.986,,
157,01/25/17 03:34:34 PM,1.89255,17.986,,
158,01/25/17 03:34:35 PM,1.89744,17.986,,
159,01/25/17 03:34:36 PM,1.89683,17.986,,
160,01/25/17 03:34:37 PM,1.89683,17.986,,
161,01/25/17 03:34:38 PM,1.89560,17.986,,
162,01/25/17 03:34:39 PM,1.89560,17.986,,
163,01/25/17 03:34:40 PM,1.89621,17.986,,
164,01/25/17 03:34:41 PM,1.89683,17.986,,
165,01/25/17 03:34:42 PM,1.89194,17.986,,
166,01/25/17 03:34:43 PM,1.89194,17.986,,
167,01/25/17 03:34:44 PM,1.89194,17.986,,
168,01/25/17 03:34:45 PM,1.89560,17.986,,
169,01/25/17 03:34:46 PM,1.85958,18.010,,
170,01/25/17 03:34:47 PM,1.90293,18.010,,
171,01/25/17 03:34:48 PM,1.89683,17.986,,
172,01/25/17 03:34:49 PM,1.89499,17.986,,
173,01/25/17 03:34:50 PM,1.89499,17.986,,
174,01/25/17 03:34:51 PM,2.03114,17.986,,
175,01/25/17 03:34:52 PM,2.05189,17.986,,
176,01/25/17 03:34:53 PM,2.05189,18.010,,
177,01/25/17 03:34:54 PM,2.06288,18.010,,
178,01/25/17 03:34:55 PM,2.05556,18.010,,
179,01/25/17 03:34:56 PM,2.04762,18.010,,
180,01/25/17 03:34:57 PM,2.04640,18.010,,
181,01/25/17 03:34:58 PM,2.05067,18.010,,
182,01/25/17 03:34:59 PM,2.04762,18.010,,
183,01/25/17 03:35:00 PM,2.04823,18.010,,
184,01/25/17 03:35:01 PM,2.03236,18.010,,
185,01/25/17 03:35:02 PM,2.04701,18.010,,
186,01/25/17 03:35:03 PM,2.05006,18.010,,
187,01/25/17 03:35:04 PM,2.05311,18.010,,
188,01/25/17 03:35:05 PM,2.04884,18.010,,
189,01/25/17 03:35:06 PM,2.05067,18.033,,
190,01/25/17 03:35:07 PM,2.04945,18.033,,
191,01/25/17 03:35:08 PM,2.04823,18.033,,
192,01/25/17 03:35:09 PM,2.04579,18.033,,
193,01/25/17 03:35:10 PM,2.04335,18.033,,
194,01/25/17 03:35:11 PM,2.04823,18.033,,
195,01/25/17 03:35:12 PM,2.04701,18.033,,
196,01/25/17 03:35:13 PM,2.04640,18.033,,
197,01/25/17 03:35:14 PM,2.04396,18.033,,
198,01/25/17 03:35:15 PM,2.18437,18.033,,
199,01/25/17 03:35:16 PM,2.15812,18.033,,
200,01/25/17 03:35:17 PM,2.15140,18.033,,
201,01/25/17 03:35:18 PM,2.17033,18.033,,
202,01/25/17 03:35:19 PM,2.15263,18.033,,
203,01/25/17 03:35:20 PM,2.15446,18.033,,
204,01/25/17 03:35:21 PM,2.15018,18.033,,
205,01/25/17 03:35:22 PM,2.15263,18.010,,
206,01/25/17 03:35:23 PM,2.15263,18.010,,
207,01/25/17 03:35:24 PM,2.15751,18.010,,
208,01/25/17 03:35:25 PM,2.15385,18.010,,
209,01/25/17 03:35:26 PM,2.15324,18.010,,
210,01/25/17 03:35:27 PM,2.16178,18.010,,
211,01/25/17 03:35:28 PM,2.15751,18.010,,
212,01/25/17 03:35:29 PM,2.15201,18.010,,
