dates,tension,temperature,deltaH,experiment
NA,1.62,1.34893288656236,-0.4,p537_2019_02_27_calibUH.csv
NA,1.637,1.34893288656236,-0.42,p537_2019_02_27_calibUH.csv
NA,1.659,1.34893288656236,-0.445,p537_2019_02_27_calibUH.csv
NA,1.665,1.34893288656236,-0.45,p537_2019_02_27_calibUH.csv
NA,1.683,1.34893288656236,-0.47,p537_2019_02_27_calibUH.csv
NA,1.694,1.34893288656236,-0.48,p537_2019_02_27_calibUH.csv
NA,1.715,1.34893288656236,-0.5,p537_2019_02_27_calibUH.csv
NA,1.727,1.34893288656236,-0.51,p537_2019_02_27_calibUH.csv
NA,1.736,1.34893288656236,-0.52,p537_2019_02_27_calibUH.csv
NA,1.753,1.34893288656236,-0.54,p537_2019_02_27_calibUH.csv
NA,1.766,1.34893288656236,-0.55,p537_2019_02_27_calibUH.csv
NA,1.777,1.34893288656236,-0.565,p537_2019_02_27_calibUH.csv
NA,1.791,1.34893288656236,-0.58,p537_2019_02_27_calibUH.csv
NA,1.813,1.34893288656236,-0.6,p537_2019_02_27_calibUH.csv
NA,1.829,1.34893288656236,-0.62,p537_2019_02_27_calibUH.csv
NA,1.84,1.34893288656236,-0.63,p537_2019_02_27_calibUH.csv
NA,1.853,1.34893288656236,-0.64,p537_2019_02_27_calibUH.csv
NA,1.862,1.34893288656236,-0.65,p537_2019_02_27_calibUH.csv
NA,1.881,1.34893288656236,-0.675,p537_2019_02_27_calibUH.csv
NA,1.898,1.34893288656236,-0.69,p537_2019_02_27_calibUH.csv
NA,1.909,1.34893288656236,-0.7,p537_2019_02_27_calibUH.csv
NA,1.899,1.34893288656236,-0.69,p537_2019_02_27_calibUH.csv
NA,1.891,1.34893288656236,-0.68,p537_2019_02_27_calibUH.csv
NA,1.883,1.34893288656236,-0.67,p537_2019_02_27_calibUH.csv
NA,1.873,1.34893288656236,-0.66,p537_2019_02_27_calibUH.csv
NA,1.858,1.34893288656236,-0.645,p537_2019_02_27_calibUH.csv
NA,1.847,1.34893288656236,-0.635,p537_2019_02_27_calibUH.csv
NA,1.837,1.34893288656236,-0.62,p537_2019_02_27_calibUH.csv
NA,1.828,1.34893288656236,-0.61,p537_2019_02_27_calibUH.csv
NA,1.816,1.34893288656236,-0.6,p537_2019_02_27_calibUH.csv
NA,1.803,1.34893288656236,-0.588,p537_2019_02_27_calibUH.csv
NA,1.796,1.34893288656236,-0.58,p537_2019_02_27_calibUH.csv
NA,1.783,1.34893288656236,-0.565,p537_2019_02_27_calibUH.csv
NA,1.772,1.34893288656236,-0.555,p537_2019_02_27_calibUH.csv
NA,1.762,1.34893288656236,-0.545,p537_2019_02_27_calibUH.csv
NA,1.75,1.34893288656236,-0.53,p537_2019_02_27_calibUH.csv
NA,1.739,1.34893288656236,-0.52,p537_2019_02_27_calibUH.csv
NA,1.73,1.34893288656236,-0.51,p537_2019_02_27_calibUH.csv
NA,1.715,1.34893288656236,-0.495,p537_2019_02_27_calibUH.csv
NA,1.701,1.34893288656236,-0.48,p537_2019_02_27_calibUH.csv
NA,1.69,1.34893288656236,-0.47,p537_2019_02_27_calibUH.csv
NA,1.678,1.34893288656236,-0.46,p537_2019_02_27_calibUH.csv
NA,1.669,1.34893288656236,-0.45,p537_2019_02_27_calibUH.csv
NA,1.655,1.34893288656236,-0.435,p537_2019_02_27_calibUH.csv
NA,1.642,1.34893288656236,-0.42,p537_2019_02_27_calibUH.csv
NA,1.622,1.34893288656236,-0.4,p537_2019_02_27_calibUH.csv
NA,1.602,1.34893288656236,-0.38,p537_2019_02_27_calibUH.csv
NA,1.583,1.34893288656236,-0.36,p537_2019_02_27_calibUH.csv
NA,1.572,1.34893288656236,-0.35,p537_2019_02_27_calibUH.csv
NA,1.555,1.34893288656236,-0.33,p537_2019_02_27_calibUH.csv
NA,1.534,1.34893288656236,-0.31,p537_2019_02_27_calibUH.csv
NA,1.523,1.34893288656236,-0.3,p537_2019_02_27_calibUH.csv
NA,1.502,1.34893288656236,-0.275,p537_2019_02_27_calibUH.csv
NA,1.486,1.34893288656236,-0.26,p537_2019_02_27_calibUH.csv
NA,1.474,1.34893288656236,-0.25,p537_2019_02_27_calibUH.csv
NA,1.455,1.34893288656236,-0.23,p537_2019_02_27_calibUH.csv
NA,1.44,1.34893288656236,-0.21,p537_2019_02_27_calibUH.csv
NA,1.426,1.34893288656236,-0.2,p537_2019_02_27_calibUH.csv
NA,1.411,1.34893288656236,-0.185,p537_2019_02_27_calibUH.csv
NA,1.396,1.34893288656236,-0.17,p537_2019_02_27_calibUH.csv
NA,1.376,1.34893288656236,-0.15,p537_2019_02_27_calibUH.csv
NA,1.356,1.34893288656236,-0.13,p537_2019_02_27_calibUH.csv
NA,1.335,1.34893288656236,-0.107,p537_2019_02_27_calibUH.csv
NA,1.325,1.34893288656236,-0.1,p537_2019_02_27_calibUH.csv
NA,1.307,1.34893288656236,-0.08,p537_2019_02_27_calibUH.csv
NA,1.286,1.34893288656236,-0.058,p537_2019_02_27_calibUH.csv
NA,1.277,1.34893288656236,-0.05,p537_2019_02_27_calibUH.csv
NA,1.257,1.34893288656236,-0.03,p537_2019_02_27_calibUH.csv
NA,1.24,1.34893288656236,-0.01,p537_2019_02_27_calibUH.csv
NA,1.228,1.34893288656236,0,p537_2019_02_27_calibUH.csv
07/03/2019 19:18:56,1.23050010772976,23.714,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:19:56,1.23042010772976,23.701,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:20:56,1.23046010772976,23.663,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:21:56,1.23027010772976,23.627,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:22:56,1.23031010772976,23.629,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:23:56,1.23042010772976,23.593,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:24:56,1.23023010772976,23.534,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:25:56,1.23034010772976,23.527,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:26:56,1.23042010772976,23.519,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:27:56,1.23031010772976,23.447,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:28:56,1.23031010772976,23.423,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:29:56,1.23004010772976,23.432,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:30:56,1.22992010772976,23.354,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:31:56,1.23000010772976,23.33,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:32:56,1.23000010772976,23.351,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:33:56,1.23008010772976,23.307,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:34:56,1.22989010772976,23.232,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:35:56,1.23000010772976,23.24,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:36:56,1.23000010772976,23.225,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:37:56,1.22992010772976,23.148,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:38:56,1.22962010772976,23.156,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:39:56,1.22989010772976,23.163,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:40:56,1.22962010772976,23.063,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:41:56,1.22970010772976,23.03,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:42:56,1.22954010772976,23.052,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:43:56,1.22947010772976,22.992,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:44:56,1.22954010772976,22.928,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:45:56,1.22920010772976,22.941,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:46:56,1.22962010772976,22.91,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:47:56,1.22950010772976,22.85,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:48:56,1.22943010772976,22.827,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:49:56,1.22924010772976,22.826,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:50:56,1.22928010772976,22.757,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:51:56,1.22916010772976,22.744,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:52:56,1.22931010772976,22.761,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:53:56,1.22920010772976,22.681,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:54:56,1.22897010772976,22.657,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:55:56,1.22920010772976,22.657,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:56:56,1.22882010772976,22.576,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:57:56,1.22924010772976,22.529,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:58:56,1.22901010772976,22.564,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 19:59:56,1.22905010772976,22.592,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:00:56,1.22893010772976,22.474,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:01:56,1.22893010772976,22.464,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:02:56,1.22863010772976,22.458,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:03:56,1.22874010772976,22.378,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:04:56,1.22874010772976,22.342,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:05:56,1.22863010772976,22.363,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:06:56,1.22870010772976,22.309,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:07:56,1.22847010772976,22.242,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:08:56,1.22840010772976,22.229,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:09:56,1.22878010772976,22.19,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:10:56,1.22832010772976,22.151,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:11:56,1.22847010772976,22.141,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:12:56,1.22847010772976,22.135,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:13:56,1.22828010772976,22.081,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:14:56,1.22817010772976,22.057,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:15:56,1.22847010772976,22.042,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:16:56,1.22817010772976,22.002,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:17:56,1.22798010772976,21.981,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:18:56,1.22825010772976,21.967,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:19:56,1.22806010772976,21.903,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:20:56,1.22817010772976,21.86,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:21:56,1.22802010772976,21.855,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:22:56,1.22779010772976,21.822,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:23:56,1.22779010772976,21.785,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:24:56,1.22790010772976,21.752,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:25:56,1.22771010772976,21.763,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:26:56,1.22771010772976,21.703,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:27:56,1.22786010772976,21.655,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:28:56,1.22767010772976,21.645,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:29:56,1.22752010772976,21.621,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:30:56,1.22752010772976,21.58,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:31:56,1.22737010772976,21.534,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:32:56,1.22752010772976,21.504,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:33:56,1.22748010772976,21.467,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:34:56,1.22725010772976,21.434,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:35:56,1.22729010772976,21.443,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:36:56,1.22725010772976,21.394,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:37:56,1.22733010772976,21.346,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:38:56,1.22706010772976,21.354,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:39:56,1.22718010772976,21.306,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:40:56,1.22706010772976,21.254,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:41:56,1.22714010772976,21.233,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:42:56,1.22710010772976,21.233,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:43:56,1.22710010772976,21.181,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:44:56,1.22710010772976,21.136,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:45:56,1.22672010772976,21.12,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:46:56,1.22687010772976,21.066,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:47:56,1.22687010772976,21.036,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:48:56,1.22668010772976,21.033,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:49:56,1.22661010772976,21.005,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:50:56,1.22649010772976,20.935,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:51:56,1.22649010772976,20.932,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:52:56,1.22630010772976,20.911,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:53:56,1.22649010772976,20.862,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:54:56,1.22668010772976,20.829,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:55:56,1.22642010772976,20.81,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:56:56,1.22626010772976,20.762,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:57:56,1.22607010772976,20.744,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:58:56,1.22619010772976,20.759,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 20:59:56,1.22634010772976,20.695,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:00:56,1.22592010772976,20.667,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:01:56,1.22600010772976,20.638,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:02:56,1.22600010772976,20.598,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:03:56,1.22592010772976,20.557,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:04:56,1.22577010772976,20.552,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:05:56,1.22592010772976,20.534,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:06:56,1.22565010772976,20.472,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:07:56,1.22554010772976,20.457,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:08:56,1.22546010772976,20.421,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:09:56,1.22535010772976,20.385,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:10:56,1.22542010772976,20.35,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:11:56,1.22531010772976,20.321,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:12:56,1.22554010772976,20.301,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:13:56,1.22519010772976,20.256,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:14:56,1.22516010772976,20.199,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:15:56,1.22500010772976,20.232,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:16:56,1.22508010772976,20.173,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:17:56,1.22504010772976,20.144,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:18:56,1.22474010772976,20.126,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:19:56,1.22489010772976,20.064,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:20:56,1.22481010772976,20.034,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:21:56,1.22481010772976,20.046,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:22:56,1.22477010772976,20.024,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:23:56,1.22455010772976,19.94,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:24:56,1.22470010772976,19.93,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:25:56,1.22451010772976,19.909,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:26:56,1.22428010772976,19.845,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:27:56,1.22451010772976,19.827,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:28:56,1.22443010772976,19.82,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:29:56,1.22436010772976,19.778,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:30:56,1.22436010772976,19.738,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:31:56,1.22432010772976,19.714,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:32:56,1.22424010772976,19.683,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:33:56,1.22420010772976,19.618,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:34:56,1.22420010772976,19.621,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:35:56,1.22416010772976,19.607,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:36:56,1.22397010772976,19.56,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:37:56,1.22401010772976,19.54,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:38:56,1.22390010772976,19.529,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:39:56,1.22390010772976,19.471,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:40:56,1.22397010772976,19.427,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:41:56,1.22405010772976,19.435,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:42:56,1.22386010772976,19.395,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:43:56,1.22382010772976,19.355,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:44:56,1.22390010772976,19.329,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:45:56,1.22363010772976,19.304,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:46:56,1.22382010772976,19.265,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:47:56,1.22367010772976,19.203,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:48:56,1.22355010772976,19.2,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:49:56,1.22340010772976,19.166,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:50:56,1.22348010772976,19.111,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:51:56,1.22340010772976,19.111,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:52:56,1.22355010772976,19.066,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:53:56,1.22340010772976,19.016,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:54:56,1.22363010772976,19.028,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:55:56,1.22340010772976,18.992,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:56:56,1.22348010772976,18.91,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:57:56,1.22333010772976,18.889,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:58:56,1.22310010772976,18.848,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 21:59:56,1.22313010772976,18.814,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:00:56,1.22333010772976,18.772,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:01:56,1.22313010772976,18.738,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:02:56,1.22333010772976,18.704,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:03:56,1.22298010772976,18.707,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:04:56,1.22298010772976,18.649,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:05:56,1.22298010772976,18.614,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:06:56,1.22306010772976,18.635,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:07:56,1.22294010772976,18.582,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:08:56,1.22287010772976,18.53,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:09:56,1.22283010772976,18.507,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:10:56,1.22287010772976,18.49,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:11:56,1.22260010772976,18.424,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:12:56,1.22271010772976,18.402,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:13:56,1.22256010772976,18.402,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:14:56,1.22271010772976,18.359,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:15:56,1.22252010772976,18.314,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:16:56,1.22249010772976,18.313,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:17:56,1.22275010772976,18.277,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:18:56,1.22241010772976,18.215,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:19:56,1.22226010772976,18.191,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:20:56,1.22222010772976,18.17,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:21:56,1.22230010772976,18.118,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:22:56,1.22233010772976,18.078,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:23:56,1.22245010772976,18.082,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:24:56,1.22222010772976,18.05,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:25:56,1.22230010772976,18.004,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:26:56,1.22218010772976,17.986,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:27:56,1.22207010772976,17.947,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:28:56,1.22207010772976,17.906,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:29:56,1.22210010772976,17.9,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:30:56,1.22199010772976,17.895,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:31:56,1.22210010772976,17.824,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:32:56,1.22203010772976,17.79,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:33:56,1.22214010772976,17.784,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:34:56,1.22188010772976,17.699,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:35:56,1.22191010772976,17.69,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:36:56,1.22165010772976,17.703,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:37:56,1.22191010772976,17.636,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:38:56,1.22191010772976,17.608,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:39:56,1.22176010772976,17.587,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:40:56,1.22184010772976,17.549,0.015,p537_2019_03_08_calibUT_1.csv
07/03/2019 22:41:56,1.22172010772976,17.501,0.015,p537_2019_03_08_calibUT_1.csv
